step,train_loss,train_accuracy,top1_accuracy,top5_accuracy,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,examples_per_sec,peak_memory_mb,resistance_noise_corr,resistance_occlusion_corr
41,1.6014783382415771,0.25,0.25,1.0,0.001,0.5698122382164001,0.005570173263549805,0.3937690258026123,2872.4420665154303,0.0,0.2953087389469147,-0.15373225510120392
42,1.6065807342529297,0.25,0.25,1.0,0.001,1.2843682765960693,0.00605320930480957,0.4043281078338623,2643.2259640001575,0.0,0.6062275171279907,0.16260790824890137
43,1.6238257884979248,0.0625,0.0625,1.0,0.001,1.393275260925293,0.005444049835205078,0.41454219818115234,2938.988525882456,0.0,0.24021579325199127,-0.30472931265830994
44,1.600580096244812,0.125,0.125,1.0,0.001,1.635598063468933,0.0055086612701416016,0.4250202178955078,2904.5169443843324,0.0,0.5271555185317993,0.08043923228979111
45,1.621596336364746,0.25,0.25,1.0,0.001,0.6965823769569397,0.0053479671478271484,0.43480396270751953,2991.7910035219115,0.0,-0.27119433879852295,-0.14944180846214294
46,1.6149812936782837,0.125,0.125,1.0,0.001,1.0969831943511963,0.005922079086303711,0.44534826278686523,2701.7538548250736,0.0,-0.04749961942434311,0.234226793050766
47,1.6087239980697632,0.1875,0.1875,1.0,0.001,0.5303138494491577,0.005528926849365234,0.45545220375061035,2893.8708063820613,0.0,0.22701625525951385,-0.15737441182136536
48,1.6147289276123047,0.1875,0.1875,1.0,0.001,0.6053825616836548,0.0057489871978759766,0.4653623104095459,2783.098909302036,0.0,-0.5671241283416748,0.26933205127716064
49,1.594178557395935,0.3125,0.3125,1.0,0.001,0.690625011920929,0.005741119384765625,0.4760620594024658,2786.9129568106314,0.0,-0.0848478451371193,-0.016400225460529327
50,1.6295130252838135,0.125,0.125,1.0,0.001,0.9617037177085876,0.006018638610839844,0.48668432235717773,2658.408493107273,0.0,0.3378143906593323,0.010612725280225277
