step,next_token_loss,train_loss,token_accuracy,char_accuracy,perplexity,bits_per_char,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,tokens_per_sec,peak_memory_mb,corruption_resistance_corr
30,4.105186462402344,4.105186462402344,0.39156627655029297,0.39156627655029297,60.65405319372497,5.922532151232368,0.001,0.6525967717170715,0.014699697494506836,0.5848419666290283,22585.49879166329,0.0,-0.05527028068900108
31,4.064739227294922,4.064739227294922,0.4203655421733856,0.4203655421733856,58.24971660565015,5.864179125725221,0.001,0.620431661605835,0.015124797821044922,0.6045680046081543,25322.65254264006,0.0,-0.033689823001623154
32,4.07260799407959,4.07260799407959,0.40900564193725586,0.40900564193725586,58.70987811837172,5.875531356543373,0.001,0.6932785511016846,0.014913082122802734,0.6243798732757568,35740.43216626699,0.0,-0.08734607696533203
33,4.104964733123779,4.104964733123779,0.28260868787765503,0.28260868787765503,60.6406059051522,5.9222122635017636,0.001,0.7381916046142578,0.015148162841796875,0.6446478366851807,27330.046839587005,0.0,-0.14010484516620636
34,4.056842803955078,4.056842803955078,0.3760445713996887,0.3760445713996887,57.79156345015978,5.852786994932068,0.001,0.704138994216919,0.01589226722717285,0.6650087833404541,22589.602532367193,0.0,-0.024542346596717834
35,4.028200626373291,4.028200626373291,0.4366515874862671,0.4366515874862671,56.15976787186583,5.811465067374563,0.001,0.6180803775787354,0.013859033584594727,0.684035062789917,31892.555660685717,0.0,-0.025777626782655716
36,4.029873847961426,4.029873847961426,0.36274510622024536,0.36274510622024536,56.253814266140694,5.8138790158620735,0.001,0.6315516829490662,0.01520395278930664,0.7043168544769287,26835.12673671005,0.0,-0.014904155395925045
37,4.0163984298706055,4.0163984298706055,0.3738937973976135,0.3738937973976135,55.500855212650045,5.794438097008542,0.001,0.7071040868759155,0.01578211784362793,0.7251131534576416,28640.00918498376,0.0,-0.04991380125284195
38,4.021323204040527,4.021323204040527,0.3285420835018158,0.3285420835018158,55.7748585392701,5.8015430442809865,0.001,0.6395798325538635,0.01673126220703125,0.747438907623291,29107.18832649339,0.0,-0.09194787591695786
39,4.004900932312012,4.004900932312012,0.3658008575439453,0.3658008575439453,54.86638864354948,5.7778507142981255,0.001,0.6913383603096008,0.014512062072753906,0.7671229839324951,31835.58598935401,0.0,-0.08086928725242615
40,3.946774482727051,3.946774482727051,0.3724137842655182,0.3724137842655182,51.76811828857008,5.69399197373742,0.001,0.8463399410247803,0.015313863754272461,0.7877020835876465,28405.63341688593,0.0,-0.05454743653535843
41,3.9333574771881104,3.9333574771881104,0.3636363744735718,0.3636363744735718,51.078183935178615,5.674635326382811,0.001,0.8413321375846863,0.014679908752441406,0.8071527481079102,28474.29143117001,0.0,-0.11011163890361786
42,3.935159206390381,3.935159206390381,0.34963324666023254,0.34963324666023254,51.170295946305686,5.677234672167952,0.001,0.7774642109870911,0.01404428482055664,0.8268368244171143,29122.166434658608,0.0,-0.02593924105167389
43,3.854764938354492,3.854764938354492,0.44851258397102356,0.44851258397102356,47.21751660954369,5.561250260356677,0.001,0.8567532896995544,0.01556086540222168,0.8475568294525146,28083.27099453016,0.0,-0.007644447963684797
44,3.87312912940979,3.87312912940979,0.3503325879573822,0.3503325879573822,48.0926389688462,5.587744187722093,0.001,0.9916649460792542,0.014091014862060547,0.8671910762786865,32006.211363405637,0.0,-0.08330349624156952
45,3.857597827911377,3.857597827911377,0.3893280625343323,0.3893280625343323,47.35146826478843,5.56533725607178,0.001,0.9726883172988892,0.014644145965576172,0.8875048160552979,34553.056299045944,0.0,-0.0322466678917408
46,3.7956430912017822,3.7956430912017822,0.41726619005203247,0.41726619005203247,44.506849167353515,5.475955464661267,0.001,0.943379819393158,0.014899969100952148,0.9075019359588623,27986.635218817504,0.0,-0.0944218635559082
47,3.7279052734375,3.7279052734375,0.48984771966934204,0.48984771966934204,41.5918932066914,5.378230450892096,0.001,1.0392045974731445,0.015525102615356445,0.9284260272979736,25378.254157900396,0.0,-0.11495577543973923
48,3.7847769260406494,3.7847769260406494,0.3722466826438904,0.3722466826438904,44.02584844293558,5.46027890206982,0.001,0.9794900417327881,0.016003847122192383,0.9497079849243164,28368.17900931099,0.0,0.01640002615749836
49,3.764681339263916,3.764681339263916,0.36802029609680176,0.36802029609680176,43.14995347286786,5.431287098683273,0.001,0.9568919539451599,0.016423940658569336,0.9718048572540283,23989.370650485576,0.0,-0.03463524207472801
50,3.7304251194000244,3.7304251194000244,0.35355648398399353,0.35355648398399353,41.69683052827906,5.381865820166035,0.001,1.129367709159851,0.014303922653198242,0.9919359683990479,33417.406650554214,0.0,-0.07498372346162796
