step,train_loss,train_accuracy,top1_accuracy,top5_accuracy,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,examples_per_sec,peak_memory_mb,resistance_noise_corr,resistance_occlusion_corr,warmup_eta,responsibility_temperature,ambiguity_weight,null_threshold,attractor_entropy_weight,precision_update_threshold
22,1.5272743701934814,0.25,0.25,1.0,0.001,2.588143825531006,0.00468897819519043,0.1369490623474121,1706.1286418874256,0.0,-0.40483105182647705,0.17346037924289703,0.44,nan,nan,nan,nan,nan
23,1.6830904483795166,0.0,0.0,1.0,0.001,2.5760183334350586,0.004278898239135742,0.14348077774047852,1869.6401627012872,0.0,0.3477441072463989,0.3553151786327362,0.46,nan,nan,nan,nan,nan
24,1.613625168800354,0.25,0.25,1.0,0.001,2.6564791202545166,0.0039789676666259766,0.14975476264953613,2010.5717538498411,0.0,-0.2627165913581848,0.7173617482185364,0.48,nan,nan,nan,nan,nan
25,1.6542384624481201,0.25,0.25,1.0,0.001,1.9837373495101929,0.0040929317474365234,0.15680480003356934,1954.5891536086679,0.0,0.18292668461799622,0.506361186504364,0.5,nan,nan,nan,nan,nan
26,1.7121953964233398,0.125,0.125,1.0,0.001,4.353198051452637,0.003968000411987305,0.16324186325073242,2016.1288229285585,0.0,-0.25269797444343567,0.5551013946533203,0.52,nan,nan,nan,nan,nan
27,1.5157252550125122,0.375,0.375,1.0,0.001,1.6534818410873413,0.004169940948486328,0.1696300506591797,1918.4923956546597,0.0,-0.07150555402040482,0.14960162341594696,0.54,nan,nan,nan,nan,nan
28,1.591173529624939,0.375,0.375,1.0,0.001,2.174923896789551,0.0039157867431640625,0.1760420799255371,2043.01217730151,0.0,-0.14424118399620056,0.6896657943725586,0.56,nan,nan,nan,nan,nan
29,1.6968145370483398,0.125,0.125,1.0,0.001,2.6377458572387695,0.0034949779510498047,0.18194890022277832,2288.998703867931,0.0,0.5545419454574585,0.5476681590080261,0.58,nan,nan,nan,nan,nan
30,1.5304830074310303,0.375,0.375,1.0,0.001,3.6353514194488525,0.004383087158203125,0.189133882522583,1825.1975630983463,0.0,0.4108704924583435,-0.013302003033459187,0.6,nan,nan,nan,nan,nan
31,1.6369280815124512,0.375,0.375,1.0,0.001,3.890850305557251,0.0038628578186035156,0.1955280303955078,2071.005554869769,0.0,-0.09151890873908997,0.18069855868816376,0.62,nan,nan,nan,nan,nan
32,1.4888099431991577,0.25,0.25,1.0,0.001,2.505187511444092,0.00644683837890625,0.20477604866027832,1240.9183431952663,0.0,-0.26392462849617004,0.3451647162437439,0.64,nan,nan,nan,nan,nan
33,1.6001191139221191,0.375,0.375,1.0,0.001,2.339811086654663,0.004186868667602539,0.21173405647277832,1910.735835089118,0.0,-0.03169197961688042,0.3207172751426697,0.66,nan,nan,nan,nan,nan
34,1.5041351318359375,0.375,0.375,1.0,0.001,1.003912091255188,0.0040760040283203125,0.2186739444732666,1962.706598034628,0.0,0.05448703095316887,0.26011043787002563,0.68,nan,nan,nan,nan,nan
35,1.6848695278167725,0.125,0.125,1.0,0.001,2.6639935970306396,0.004113912582397461,0.22575592994689941,1944.6208055636048,0.0,0.42280128598213196,-0.10591970384120941,0.7,nan,nan,nan,nan,nan
36,1.555098533630371,0.25,0.25,1.0,0.001,3.886808156967163,0.0037682056427001953,0.23229694366455078,2123.0263840556786,0.0,0.5685405135154724,nan,0.72,nan,nan,nan,nan,nan
37,1.5610929727554321,0.5,0.5,1.0,0.001,3.4779086112976074,0.004460811614990234,0.2416539192199707,1793.395617316943,0.0,0.29173392057418823,-0.17287328839302063,0.74,nan,nan,nan,nan,nan
38,1.5841840505599976,0.25,0.25,1.0,0.001,0.6636813879013062,0.0039691925048828125,0.250730037689209,2015.5233061028352,0.0,-0.1921633630990982,nan,0.76,nan,nan,nan,nan,nan
39,1.6901215314865112,0.125,0.125,1.0,0.001,4.727248668670654,0.0038962364196777344,0.2577657699584961,2053.2634928405337,0.0,0.5173356533050537,-0.3863118886947632,0.78,nan,nan,nan,nan,nan
40,1.601459264755249,0.125,0.125,1.0,0.001,2.2448103427886963,0.0039310455322265625,0.2647569179534912,2035.0819990295972,0.0,0.21148373186588287,0.039251841604709625,0.8,nan,nan,nan,nan,nan
41,1.6811866760253906,0.125,0.125,1.0,0.001,3.8096582889556885,0.0039370059967041016,0.27216100692749023,2032.0009689335675,0.0,-0.44566217064857483,-0.5251529812812805,0.82,nan,nan,nan,nan,nan
42,1.5570826530456543,0.25,0.25,1.0,0.001,1.750555396080017,0.0041468143463134766,0.2793569564819336,1929.191743804979,0.0,-0.6115875840187073,-0.4953368008136749,0.84,nan,nan,nan,nan,nan
43,1.6206016540527344,0.25,0.25,1.0,0.001,1.1687374114990234,0.005450010299682617,0.30243682861328125,1467.8871341703486,0.0,0.0646439790725708,0.6485957503318787,0.86,nan,nan,nan,nan,nan
44,1.5978453159332275,0.125,0.125,1.0,0.001,1.4822437763214111,0.004041194915771484,0.3096168041229248,1979.6125073746314,0.0,-0.49679329991340637,-0.5386035442352295,0.88,nan,nan,nan,nan,nan
45,1.7038869857788086,0.125,0.125,1.0,0.001,1.9964605569839478,0.0038089752197265625,0.3164348602294922,2100.3024536805206,0.0,-0.4356403946876526,-0.5537972450256348,0.9,nan,nan,nan,nan,nan
46,1.6681686639785767,0.125,0.125,1.0,0.001,2.497138261795044,0.003919124603271484,0.32407498359680176,2041.2721742304416,0.0,-0.13273677229881287,-0.4658942222595215,0.92,nan,nan,nan,nan,nan
47,1.5549373626708984,0.25,0.25,1.0,0.001,0.6529450416564941,0.003495931625366211,0.330625057220459,2288.374275387029,0.0,0.5307894349098206,nan,0.94,nan,nan,nan,nan,nan
48,1.7009707689285278,0.0,0.0,1.0,0.001,2.161599636077881,0.004585981369018555,0.33866286277770996,1744.4466857291395,0.0,-0.16657492518424988,-0.5214738249778748,0.96,nan,nan,nan,nan,nan
49,1.607787847518921,0.25,0.25,1.0,0.001,2.4962847232818604,0.00397801399230957,0.3460109233856201,2011.0537608630507,0.0,0.08559032529592514,-0.48709699511528015,0.98,nan,nan,nan,nan,nan
50,1.631274938583374,0.125,0.125,1.0,0.001,1.4203583002090454,0.004828929901123047,0.3540618419647217,1656.6817418781475,0.0,-0.3559601306915283,-0.04358275607228279,1.0,nan,nan,nan,nan,nan
