step,train_loss,train_accuracy,top1_accuracy,top5_accuracy,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,examples_per_sec,peak_memory_mb,resistance_noise_corr,resistance_occlusion_corr,warmup_eta,responsibility_temperature,ambiguity_weight,null_threshold,attractor_entropy_weight,precision_update_threshold
11,1.5459085702896118,0.375,0.375,1.0,0.001,0.6379163861274719,0.009408950805664062,0.19698715209960938,850.254206365295,0.0,0.11145955324172974,-0.32780030369758606,0.22,nan,nan,nan,nan,nan
12,1.6886210441589355,0.125,0.125,1.0,0.001,0.7294689416885376,0.009317874908447266,0.20860528945922852,858.5648636200808,0.0,-0.5903160572052002,-0.4968005120754242,0.24,nan,nan,nan,nan,nan
13,1.638701319694519,0.125,0.125,1.0,0.001,0.6255388855934143,0.007879018783569336,0.218703031539917,1015.3548582322147,0.0,0.043874409049749374,nan,0.26,nan,nan,nan,nan,nan
14,1.6750739812850952,0.0,0.0,1.0,0.001,0.6179297566413879,0.008883953094482422,0.22999119758605957,900.5000268369921,0.0,-0.12326648086309433,-0.027412233874201775,0.28,nan,nan,nan,nan,nan
15,1.6680325269699097,0.125,0.125,1.0,0.001,0.719261646270752,0.008537769317626953,0.24112415313720703,937.0129014241832,0.0,-0.6920867562294006,-0.10380033403635025,0.3,nan,nan,nan,nan,nan
16,1.641577124595642,0.125,0.125,1.0,0.001,0.7219566106796265,0.008498907089233398,0.25270509719848633,941.2975004909249,0.0,0.11553396284580231,-0.43596696853637695,0.32,nan,nan,nan,nan,nan
17,1.5329318046569824,0.5,0.5,1.0,0.001,0.7860866189002991,0.009163856506347656,0.2645120620727539,872.9949006140077,0.0,-0.343749076128006,0.06018054857850075,0.34,nan,nan,nan,nan,nan
18,1.6868557929992676,0.125,0.125,1.0,0.001,0.6066312193870544,0.00873708724975586,0.27567100524902344,915.6369590132621,0.0,0.1472693681716919,nan,0.36,nan,nan,nan,nan,nan
19,1.591018557548523,0.25,0.25,1.0,0.001,0.7380693554878235,0.00929713249206543,0.2875182628631592,860.4803692781126,0.0,0.23215413093566895,-0.21805545687675476,0.38,nan,nan,nan,nan,nan
20,1.6068400144577026,0.25,0.25,1.0,0.001,0.509550929069519,0.00955820083618164,0.299713134765625,836.977600399102,0.0,0.10992985218763351,-0.0636250302195549,0.4,nan,nan,nan,nan,nan
21,1.564329743385315,0.375,0.375,1.0,0.001,0.5516332983970642,0.010605812072753906,0.31287598609924316,754.3033899829152,0.0,-0.06631934642791748,0.67302006483078,0.42,nan,nan,nan,nan,nan
22,1.6541657447814941,0.125,0.125,1.0,0.001,0.6914565563201904,0.008140087127685547,0.3236830234527588,982.7904633589128,0.0,-0.3651397228240967,-0.04900224506855011,0.44,nan,nan,nan,nan,nan
23,1.6127338409423828,0.25,0.25,1.0,0.001,0.6971884369850159,0.017705917358398438,0.34486913681030273,451.82634924054724,0.0,0.25299280881881714,0.012245102785527706,0.46,nan,nan,nan,nan,nan
24,1.6101171970367432,0.25,0.25,1.0,0.001,0.767074704170227,0.0082550048828125,0.35567712783813477,969.1090573012939,0.0,0.7494105696678162,0.7431984543800354,0.48,nan,nan,nan,nan,nan
25,1.6571804285049438,0.0,0.0,1.0,0.001,0.6393433213233948,0.008656740188598633,0.36747217178344727,924.1353934286265,0.0,0.6939494609832764,-0.09447605162858963,0.5,nan,nan,nan,nan,nan
26,1.6069775819778442,0.25,0.25,1.0,0.001,0.7085177302360535,0.009527921676635742,0.38106632232666016,839.6374646548057,0.0,0.6103095412254333,-0.5550592541694641,0.52,nan,nan,nan,nan,nan
27,1.5793193578720093,0.25,0.25,1.0,0.001,0.568461000919342,0.009536027908325195,0.39406609535217285,838.9237192789459,0.0,0.39543211460113525,-0.031085731461644173,0.54,nan,nan,nan,nan,nan
28,1.6700842380523682,0.125,0.125,1.0,0.001,0.6750054955482483,0.01455998420715332,0.411710262298584,549.451145425666,0.0,0.846047580242157,0.41326379776000977,0.56,nan,nan,nan,nan,nan
29,1.579864263534546,0.375,0.375,1.0,0.001,0.7962459325790405,0.008052825927734375,0.422806978225708,993.4400757934628,0.0,0.9222231507301331,-0.2498188465833664,0.58,nan,nan,nan,nan,nan
30,1.628973364830017,0.125,0.125,1.0,0.001,0.6720273494720459,0.009200811386108398,0.43550896644592285,869.4885335959161,0.0,0.6929329633712769,0.35722827911376953,0.6,nan,nan,nan,nan,nan
31,1.6211724281311035,0.125,0.125,1.0,0.001,0.7445229291915894,0.009272098541259766,0.4482762813568115,862.8035998971458,0.0,0.6723491549491882,-0.23879574239253998,0.62,nan,nan,nan,nan,nan
32,1.6551986932754517,0.0,0.0,1.0,0.001,0.9154403209686279,0.009012937545776367,0.4605600833892822,887.6129407718964,0.0,0.8837118744850159,-0.7067272663116455,0.64,nan,nan,nan,nan,nan
33,1.6322906017303467,0.25,0.25,1.0,0.001,0.6643236875534058,0.016183137893676758,0.4797213077545166,494.341706321729,0.0,0.1784665435552597,-0.6305750608444214,0.66,nan,nan,nan,nan,nan
34,1.559449553489685,0.25,0.25,1.0,0.001,0.7838412523269653,0.00897979736328125,0.49190592765808105,890.8887000849618,0.0,-0.16447807848453522,-0.6119406223297119,0.68,nan,nan,nan,nan,nan
35,1.5521531105041504,0.375,0.375,1.0,0.001,0.7307762503623962,0.013410091400146484,0.5086650848388672,596.5656580023468,0.0,0.4194546937942505,-0.055126290768384933,0.7,nan,nan,nan,nan,nan
36,1.6892584562301636,0.0,0.0,1.0,0.001,0.6963917016983032,0.01007699966430664,0.5229642391204834,793.8870960109781,0.0,0.8881375193595886,-0.3478141129016876,0.72,nan,nan,nan,nan,nan
37,1.5532729625701904,0.25,0.25,1.0,0.001,0.8203983902931213,0.00846719741821289,0.5355191230773926,944.8226614856113,0.0,0.9453840851783752,0.20439355075359344,0.74,nan,nan,nan,nan,nan
38,1.5968235731124878,0.375,0.375,1.0,0.001,0.8260895609855652,0.009284019470214844,0.5482962131500244,861.6957370313303,0.0,0.7864581942558289,-0.674331784248352,0.76,nan,nan,nan,nan,nan
39,1.6258732080459595,0.0,0.0,1.0,0.001,1.1079258918762207,0.009810924530029297,0.5612411499023438,815.4175455650061,0.0,0.5745623707771301,-0.5383012294769287,0.78,nan,nan,nan,nan,nan
40,1.616114616394043,0.0,0.0,1.0,0.001,0.7036924958229065,0.009456157684326172,0.5742299556732178,846.0095809591045,0.0,0.2227131873369217,-0.3478180170059204,0.8,nan,nan,nan,nan,nan
41,1.570004940032959,0.375,0.375,1.0,0.001,0.8450847864151001,0.0164642333984375,0.5948810577392578,485.9017608897127,0.0,0.5681238770484924,0.33107689023017883,0.82,nan,nan,nan,nan,nan
42,1.6624689102172852,0.125,0.125,1.0,0.001,0.892206609249115,0.009308099746704102,0.6078372001647949,859.4665095668656,0.0,0.10808420181274414,-0.19699715077877045,0.84,nan,nan,nan,nan,nan
43,1.6253076791763306,0.0,0.0,1.0,0.001,0.7944298982620239,0.008748054504394531,0.6203451156616211,914.4890439332825,0.0,0.05078114569187164,-0.40401461720466614,0.86,nan,nan,nan,nan,nan
44,1.6335666179656982,0.125,0.125,1.0,0.001,0.6787134408950806,0.008800029754638672,0.6332461833953857,909.0878352749933,0.0,0.5024995803833008,-0.6807355880737305,0.88,nan,nan,nan,nan,nan
45,1.634636402130127,0.0,0.0,1.0,0.001,0.7578303813934326,0.009739160537719727,0.6469039916992188,821.426032461015,0.0,0.3839978277683258,0.3946295380592346,0.9,nan,nan,nan,nan,nan
46,1.6103496551513672,0.125,0.125,1.0,0.001,0.681636393070221,0.009625911712646484,0.660585880279541,831.0901074949224,0.0,0.16898441314697266,-0.5969290137290955,0.92,nan,nan,nan,nan,nan
47,1.6076658964157104,0.25,0.25,1.0,0.001,0.6662247180938721,0.015566110610961914,0.6799581050872803,513.936987854003,0.0,-0.27812471985816956,-0.11963334679603577,0.94,nan,nan,nan,nan,nan
48,1.5635167360305786,0.125,0.125,1.0,0.001,1.2005106210708618,0.012688159942626953,0.6970851421356201,630.5090758765831,0.0,0.6004754304885864,0.3353743255138397,0.96,nan,nan,nan,nan,nan
49,1.5304291248321533,0.625,0.625,1.0,0.001,1.1055365800857544,0.012824058532714844,0.7137279510498047,623.8274708113333,0.0,-0.32737740874290466,0.17951150238513947,0.98,nan,nan,nan,nan,nan
50,1.6267756223678589,0.25,0.25,1.0,0.001,0.6666654944419861,0.00917196273803711,0.7268199920654297,872.2233428645698,0.0,-0.015190095640718937,-0.4578031897544861,1.0,nan,nan,nan,nan,nan
